File,Most Common Function Words,Function Word Proportion
20717b.cha,"[('prep', 14), ('det:art', 13), ('part', 5), ('conj', 2)]",0.06601941747572816
20725a.cha,"[('det:art', 6), ('prep', 5), ('part', 4), ('qn', 1)]",0.05460750853242321
20725b.cha,"[('det:art', 6), ('conj', 2), ('part', 2), ('prep', 1)]",0.049107142857142856
20814a.cha,"[('det:art', 17), ('prep', 8), ('conj', 6), ('part', 1)]",0.09116809116809117
20814b.cha,"[('det:art', 19), ('conj', 14), ('prep', 6), ('part', 5)]",0.12753623188405797
20907a.cha,"[('det:art', 27), ('prep', 18), ('part', 10), ('conj', 6), ('qn', 1)]",0.05788982259570495
20907b.cha,"[('det:art', 17), ('prep', 15), ('conj', 8), ('part', 5)]",0.06736526946107785
21007a.cha,"[('prep', 16), ('det:art', 14), ('conj', 8), ('part', 5)]",0.08977035490605428
21007b.cha,"[('det:art', 9), ('part', 7), ('prep', 7), ('conj', 2)]",0.0589622641509434
21022a.cha,"[('det:art', 37), ('prep', 22), ('part', 6), ('conj', 4)]",0.1163575042158516
21022b.cha,"[('det:art', 14), ('conj', 7), ('prep', 5)]",0.09154929577464789
21023a.cha,"[('det:art', 10), ('prep', 10), ('conj', 3), ('part', 1)]",0.06349206349206349
21023b.cha,"[('part', 3), ('prep', 3), ('conj', 2), ('det:art', 2)]",0.052083333333333336
21114a.cha,"[('det:art', 43), ('prep', 28), ('part', 8), ('conj', 8), ('qn', 2)]",0.13030746705710103
21114b.cha,"[('det:art', 33), ('prep', 18), ('conj', 10), ('part', 6), ('qn', 1)]",0.11544991511035653
30003a.cha,"[('prep', 25), ('det:art', 20), ('conj', 10), ('part', 9), ('qn', 1)]",0.10140405616224649
30003b.cha,"[('det:art', 29), ('prep', 10), ('part', 5), ('conj', 2), ('qn', 1)]",0.11137440758293839
