File,Most Common Function Words,Function Word Proportion
020305.ipcore-100.cex,"[('det:art', 25), ('prep', 2), ('mod', 1), ('comp', 1)]",0.16201117318435754
020307.ipcore-100.cex,"[('det:art', 32), ('comp', 3), ('cop', 2), ('qn', 1), ('part', 1)]",0.13448275862068965
020319.ipcore-100.cex,"[('det:art', 13), ('part', 7), ('cop', 2), ('prep', 1), ('qn', 1), ('comp', 1)]",0.09615384615384616
020322.ipcore-100.cex,"[('cop', 2), ('part', 2), ('prep', 2), ('comp', 2), ('det:art', 1), ('aux', 1), ('mod', 1)]",0.05851063829787234
020326.ipcore-100.cex,"[('part', 5), ('det:art', 3), ('cop', 3), ('prep', 3)]",0.06930693069306931
020328.ipcore-100.cex,"[('det:art', 14), ('part', 6), ('cop', 2), ('coord', 2), ('comp', 1)]",0.09293680297397769
020410.ipcore-100.cex,"[('qn', 5), ('det:art', 2), ('prep', 2), ('part', 2), ('coord', 1), ('mod', 1)]",0.048507462686567165
020412.ipcore-100.cex,"[('det:art', 11), ('part', 4), ('prep', 3), ('aux', 1), ('coord', 1), ('mod', 1)]",0.0711864406779661
020417.ipcore-100.cex,"[('det:art', 11), ('part', 5), ('prep', 2), ('conj', 1), ('coord', 1), ('comp', 1), ('inf', 1)]",0.08396946564885496
020419.ipcore-100.cex,"[('det:art', 8), ('part', 3), ('qn', 2), ('prep', 1), ('mod', 1), ('coord', 1), ('cop', 1)]",0.06367041198501873
020426.ipcore-100.cex,"[('det:art', 5), ('prep', 4), ('qn', 2)]",0.041353383458646614
020507.ipcore-100.cex,"[('part', 3), ('det:art', 2), ('cop', 1), ('mod', 1), ('conj', 1), ('prep', 1)]",0.0313588850174216
020515.ipcore-100.cex,"[('qn', 3), ('det:art', 2), ('part', 1), ('coord', 1)]",0.02456140350877193
020525.ipcore-100.cex,"[('mod', 3), ('part', 2), ('comp', 1), ('coord', 1), ('det:art', 1), ('prep', 1)]",0.03180212014134275
020530.ipcore-100.cex,"[('det:art', 12), ('prep', 6), ('mod', 2), ('part', 2), ('conj', 1)]",0.08098591549295775
020604.ipcore-100.cex,"[('det:art', 6), ('qn', 2), ('cop', 1), ('comp', 1), ('aux', 1)]",0.04824561403508772
020613.ipcore-100.cex,"[('det:art', 6), ('part', 2), ('mod', 2), ('qn', 2), ('prep', 1), ('coord', 1), ('comp', 1), ('conj', 1)]",0.0599250936329588
020620.ipcore-100.cex,"[('det:art', 12), ('prep', 4), ('part', 4), ('qn', 1), ('coord', 1)]",0.07432432432432433
020630.ipcore-100.cex,"[('qn', 2), ('mod', 1), ('prep', 1)]",0.02666666666666667
020705.ipcore-100.cex,"[('det:art', 5), ('qn', 3), ('comp', 1), ('conj', 1), ('prep', 1), ('mod', 1), ('cop', 1), ('part', 1)]",0.05343511450381679
020712.ipcore-100.cex,"[('det:art', 7), ('qn', 5), ('prep', 3), ('part', 3), ('cop', 2), ('mod', 1), ('comp', 1)]",0.07213114754098361
020718.ipcore-100.cex,"[('qn', 2), ('part', 2), ('det:art', 2), ('conj', 1), ('aux', 1), ('inf', 1)]",0.031914893617021274
020728.ipcore-100.cex,"[('prep', 4), ('cop', 2), ('part', 1), ('qn', 1), ('conj', 1), ('comp', 1), ('mod', 1), ('det:art', 1)]",0.041237113402061855
