Folder,File,IPSyn Score
Eve,010600a.cha,14
Eve,010600b.cha,11
Eve,010700a.cha,14
Eve,010700b.cha,21
Eve,010800.cha,25
Eve,010900a.cha,25
Eve,010900b.cha,22
Eve,010900c.cha,22
Eve,011000a.cha,29
Eve,011000b.cha,27
Eve,011100a.cha,26
Eve,011100b.cha,33
Eve,020000a.cha,33
Eve,020000b.cha,32
Eve,020100a.cha,40
Eve,020100b.cha,49
Eve,020200a.cha,37
Eve,020200b.cha,32
Eve,020300a.cha,54
Eve,020300b.cha,30
